customer_id,staff_id,film_id,store_id,amount,payment_date,rental_date,return_date
4,1,559,2,2.99,2005-08-22 13:58:23,2005-08-22 13:58:23,2005-08-28 14:33:23
4,2,728,1,1.99,2005-08-23 07:43:00,2005-08-23 07:43:00,2005-08-27 10:47:00
5,1,896,2,0.99,2005-05-29 07:25:16,2005-05-29 07:25:16,2005-05-30 05:21:16
5,1,68,1,6.99,2005-05-31 11:15:43,2005-05-31 11:15:43,2005-06-07 12:02:43
5,1,870,2,1.99,2005-05-31 19:46:38,2005-05-31 19:46:38,2005-06-05 14:03:38
5,1,722,2,3.99,2005-06-15 22:03:14,2005-06-15 22:03:14,2005-06-23 18:42:14
5,2,539,1,2.99,2005-06-16 08:01:02,2005-06-16 08:01:02,2005-06-19 09:04:02
5,2,941,2,4.99,2005-06-17 15:56:53,2005-06-17 15:56:53,2005-06-21 14:19:53
5,2,245,2,2.99,2005-06-19 04:20:13,2005-06-19 04:20:13,2005-06-25 07:00:13
5,2,263,2,4.99,2005-06-20 18:38:22,2005-06-20 18:38:22,2005-06-26 00:00:22
5,2,131,1,4.99,2005-07-06 09:11:58,2005-07-06 09:11:58,2005-07-08 10:50:58
5,2,975,2,2.99,2005-07-08 20:04:43,2005-07-08 20:04:43,2005-07-13 17:57:43
5,1,408,2,4.99,2005-07-09 01:57:57,2005-07-09 01:57:57,2005-07-09 22:07:57
5,2,213,1,5.99,2005-07-09 07:13:52,2005-07-09 07:13:52,2005-07-18 05:18:52
5,2,91,2,1.99,2005-07-09 08:51:42,2005-07-09 08:51:42,2005-07-15 03:59:42
5,2,511,1,0.99,2005-07-10 11:09:35,2005-07-10 11:09:35,2005-07-17 16:41:35
5,1,465,2,8.99,2005-07-11 03:17:04,2005-07-11 03:17:04,2005-07-19 07:08:04
5,1,951,2,3.99,2005-07-12 11:27:35,2005-07-12 11:27:35,2005-07-21 16:35:35
5,2,314,1,4.99,2005-07-12 12:16:28,2005-07-12 12:16:28,2005-07-19 17:03:28
5,2,733,1,0.99,2005-07-27 12:37:28,2005-07-27 12:37:28,2005-07-30 15:12:28
5,2,18,2,0.99,2005-07-28 01:50:29,2005-07-28 01:50:29,2005-07-30 22:23:29
5,2,22,1,3.99,2005-07-28 08:43:39,2005-07-28 08:43:39,2005-08-04 14:33:39
5,1,6,1,2.99,2005-07-29 01:11:23,2005-07-29 01:11:23,2005-07-31 01:53:23
5,1,155,2,1.99,2005-07-30 04:14:28,2005-07-30 04:14:28,2005-08-06 09:08:28
5,1,333,1,4.99,2005-07-30 23:52:30,2005-07-30 23:52:30,2005-08-08 05:22:30
5,1,962,1,3.99,2005-07-31 14:00:53,2005-07-31 14:00:53,2005-08-08 18:51:53
5,2,568,1,4.99,2005-08-01 14:48:45,2005-08-01 14:48:45,2005-08-04 13:41:45
5,1,663,2,0.99,2005-08-01 15:27:10,2005-08-01 15:27:10,2005-08-02 13:16:10
5,2,810,1,4.99,2005-08-02 04:56:45,2005-08-02 04:56:45,2005-08-11 08:04:45
5,1,956,1,4.99,2005-08-02 10:50:06,2005-08-02 10:50:06,2005-08-04 05:24:06
5,2,286,2,3.99,2005-08-17 16:28:53,2005-08-17 16:28:53,2005-08-25 10:31:53
5,1,763,2,9.99,2005-08-18 00:10:04,2005-08-18 00:10:04,2005-08-26 00:51:04
5,1,349,2,2.99,2005-08-19 00:24:08,2005-08-19 00:24:08,2005-08-21 22:53:08
5,1,266,1,1.99,2005-08-19 09:45:41,2005-08-19 09:45:41,2005-08-24 09:11:41
5,2,743,2,0.99,2005-08-20 15:16:18,2005-08-20 15:16:18,2005-08-22 18:20:18
5,2,470,1,6.99,2005-08-20 22:13:59,2005-08-20 22:13:59,2005-08-26 20:50:59
5,1,575,2,6.99,2005-08-21 11:31:11,2005-08-21 11:31:11,2005-08-26 06:29:11
5,2,37,1,2.99,2005-08-21 14:02:50,2005-08-21 14:02:50,2005-08-22 16:45:50
5,2,12,1,0.99,2005-08-22 17:37:02,2005-08-22 17:37:02,2005-08-25 18:45:02
5,2,345,2,0.99,2006-02-14 15:16:03,2006-02-14 15:16:03,
6,2,858,2,4.99,2005-05-25 08:43:32,2005-05-25 08:43:32,2005-05-29 06:42:32
6,1,83,1,2.99,2005-05-28 11:09:14,2005-05-28 11:09:14,2005-06-01 13:27:14
6,2,285,1,0.99,2005-05-30 11:25:01,2005-05-30 11:25:01,2005-05-31 09:06:01
6,1,730,1,3.99,2005-06-16 03:41:38,2005-06-16 03:41:38,2005-06-22 03:01:38
6,2,514,2,2.99,2005-06-16 23:44:13,2005-06-16 23:44:13,2005-06-22 04:09:13
6,1,452,2,0.99,2005-06-17 09:19:45,2005-06-17 09:19:45,2005-06-20 11:19:45
6,1,395,1,0.99,2005-06-18 12:03:23,2005-06-18 12:03:23,2005-06-22 14:25:23
6,2,280,1,0.99,2005-07-06 23:14:21,2005-07-06 23:14:21,2005-07-12 17:55:21
6,2,807,2,2.99,2005-07-07 14:53:24,2005-07-07 14:53:24,2005-07-13 14:21:24
6,1,367,2,0.99,2005-07-10 03:03:35,2005-07-10 03:03:35,2005-07-14 07:49:35
6,2,592,2,5.99,2005-07-11 12:39:01,2005-07-11 12:39:01,2005-07-20 15:59:01
6,1,590,1,7.99,2005-07-11 15:01:54,2005-07-11 15:01:54,2005-07-19 16:58:54
6,2,833,2,0.99,2005-07-12 12:18:38,2005-07-12 12:18:38,2005-07-13 17:56:38
6,2,689,1,2.99,2005-07-27 05:03:44,2005-07-27 05:03:44,2005-07-29 00:12:44
6,2,418,2,2.99,2005-07-27 06:38:25,2005-07-27 06:38:25,2005-08-03 05:13:25
6,1,160,1,0.99,2005-07-28 18:47:23,2005-07-28 18:47:23,2005-07-31 16:23:23
6,1,807,2,2.99,2005-08-01 03:13:39,2005-08-01 03:13:39,2005-08-07 23:40:39
6,1,790,1,2.99,2005-08-02 05:36:38,2005-08-02 05:36:38,2005-08-10 05:39:38
6,1,862,1,3.99,2005-08-02 18:55:15,2005-08-02 18:55:15,2005-08-10 19:50:15
6,1,365,1,6.99,2005-08-17 02:29:41,2005-08-17 02:29:41,2005-08-23 20:47:41
6,1,19,2,0.99,2005-08-17 08:12:20,2005-08-17 08:12:20,2005-08-19 12:45:20
6,1,849,2,0.99,2005-08-17 13:39:32,2005-08-17 13:39:32,2005-08-23 18:44:32
6,2,626,2,2.99,2005-08-18 04:05:29,2005-08-18 04:05:29,2005-08-23 04:17:29
6,2,841,1,6.99,2005-08-20 00:18:25,2005-08-20 00:18:25,2005-08-29 01:08:25
6,1,775,1,7.99,2005-08-21 08:22:56,2005-08-21 08:22:56,2005-08-28 02:22:56
6,1,293,1,4.99,2005-08-21 09:49:28,2005-08-21 09:49:28,2005-08-29 13:34:28
6,1,285,2,5.99,2005-08-23 02:51:24,2005-08-23 02:51:24,2005-08-31 06:21:24
6,2,562,1,0.99,2005-08-23 06:41:32,2005-08-23 06:41:32,2005-08-28 08:51:32
7,2,730,1,5.99,2005-05-25 06:04:08,2005-05-25 06:04:08,2005-06-02 08:18:08
7,2,931,2,0.99,2005-05-25 19:30:46,2005-05-25 19:30:46,2005-05-31 23:59:46
7,2,615,2,2.99,2005-05-29 09:27:00,2005-05-29 09:27:00,2005-06-03 04:25:00
7,1,683,1,4.99,2005-05-30 21:07:15,2005-05-30 21:07:15,2005-06-03 01:48:15
7,1,545,1,5.99,2005-05-31 08:44:29,2005-05-31 08:44:29,2005-06-09 08:00:29
7,2,516,2,0.99,2005-06-16 21:06:00,2005-06-16 21:06:00,2005-06-21 21:24:00
7,1,880,1,2.99,2005-06-18 05:03:36,2005-06-18 05:03:36,2005-06-22 02:25:36
7,1,631,1,0.99,2005-06-19 14:00:26,2005-06-19 14:00:26,2005-06-23 14:56:26
7,1,103,1,4.99,2005-06-20 01:50:56,2005-06-20 01:50:56,2005-06-22 05:05:56
7,1,424,2,0.99,2005-06-20 10:11:53,2005-06-20 10:11:53,2005-06-25 04:51:53
7,2,617,1,5.99,2005-07-06 07:09:17,2005-07-06 07:09:17,2005-07-15 05:12:17
7,2,664,1,2.99,2005-07-07 13:22:20,2005-07-07 13:22:20,2005-07-10 07:44:20
7,2,857,1,5.99,2005-07-08 16:16:04,2005-07-08 16:16:04,2005-07-14 18:02:04
7,1,532,2,4.99,2005-07-08 18:47:38,2005-07-08 18:47:38,2005-07-13 15:02:38
7,1,854,2,8.99,2005-07-09 21:52:05,2005-07-09 21:52:05,2005-07-17 02:54:05
7,1,856,1,7.99,2005-07-10 21:35:12,2005-07-10 21:35:12,2005-07-18 19:59:12
7,1,687,1,1.99,2005-07-11 10:36:28,2005-07-11 10:36:28,2005-07-18 16:19:28
7,1,305,1,2.99,2005-07-11 17:30:58,2005-07-11 17:30:58,2005-07-15 15:50:58
7,2,796,1,3.99,2005-07-12 15:17:42,2005-07-12 15:17:42,2005-07-18 17:59:42
7,2,682,1,5.99,2005-07-29 07:02:55,2005-07-29 07:02:55,2005-08-03 12:35:55
7,2,763,1,7.99,2005-07-31 04:30:03,2005-07-31 04:30:03,2005-08-06 09:13:03
7,2,346,2,6.99,2005-08-01 04:57:04,2005-08-01 04:57:04,2005-08-07 23:00:04
7,1,162,1,5.99,2005-08-01 08:19:53,2005-08-01 08:19:53,2005-08-08 10:25:53
7,1,330,2,4.99,2005-08-01 11:39:26,2005-08-01 11:39:26,2005-08-03 07:53:26
7,2,953,2,4.99,2005-08-01 15:52:00,2005-08-01 15:52:00,2005-08-08 16:08:00
7,2,491,2,3.99,2005-08-02 04:40:54,2005-08-02 04:40:54,2005-08-09 03:39:54
7,2,465,2,7.99,2005-08-17 00:51:32,2005-08-17 00:51:32,2005-08-24 20:29:32
7,1,396,2,8.99,2005-08-18 07:57:14,2005-08-18 07:57:14,2005-08-27 07:07:14
7,1,15,2,2.99,2005-08-18 21:55:01,2005-08-18 21:55:01,2005-08-22 01:23:01
7,2,880,2,2.99,2005-08-19 21:23:31,2005-08-19 21:23:31,2005-08-25 22:38:31
7,1,628,1,2.99,2005-08-20 01:06:04,2005-08-20 01:06:04,2005-08-24 23:56:04
7,1,750,1,0.99,2005-08-20 05:53:31,2005-08-20 05:53:31,2005-08-23 09:01:31
7,1,156,2,5.99,2005-08-21 04:49:48,2005-08-21 04:49:48,2005-08-25 05:34:48
8,2,628,2,6.99,2005-05-30 03:43:54,2005-05-30 03:43:54,2005-06-08 04:28:54
8,2,42,2,2.99,2005-06-15 09:59:16,2005-06-15 09:59:16,2005-06-19 09:48:16
8,1,415,1,5.99,2005-06-17 18:21:35,2005-06-17 18:21:35,2005-06-23 23:49:35
8,2,521,1,4.99,2005-06-20 17:57:47,2005-06-20 17:57:47,2005-06-21 19:18:47
8,1,473,2,5.99,2005-07-05 23:01:21,2005-07-05 23:01:21,2005-07-13 23:07:21
8,1,882,1,0.99,2005-07-07 00:09:02,2005-07-07 00:09:02,2005-07-08 04:27:02
8,2,432,1,2.99,2005-07-07 10:02:03,2005-07-07 10:02:03,2005-07-10 06:09:03
8,2,692,2,3.99,2005-07-07 21:47:29,2005-07-07 21:47:29,2005-07-11 20:14:29
8,1,329,1,3.99,2005-07-08 02:17:12,2005-07-08 02:17:12,2005-07-13 08:12:12
8,1,554,1,2.99,2005-07-09 15:40:46,2005-07-09 15:40:46,2005-07-15 13:46:46
8,2,554,2,2.99,2005-07-09 17:13:23,2005-07-09 17:13:23,2005-07-14 18:11:23
8,1,421,2,4.99,2005-07-11 21:39:46,2005-07-11 21:39:46,2005-07-18 02:12:46
8,1,401,1,0.99,2005-07-12 10:43:53,2005-07-12 10:43:53,2005-07-14 05:37:53
8,1,722,2,1.99,2005-07-29 21:42:49,2005-07-29 21:42:49,2005-08-04 01:13:49
8,2,609,1,2.99,2005-07-31 04:54:43,2005-07-31 04:54:43,2005-08-02 08:36:43
8,2,1,2,0.99,2005-07-31 22:08:29,2005-07-31 22:08:29,2005-08-06 16:59:29
8,2,474,2,2.99,2005-08-01 13:05:35,2005-08-01 13:05:35,2005-08-04 08:34:35
8,1,216,2,9.99,2005-08-02 13:04:12,2005-08-02 13:04:12,2005-08-10 15:39:12
8,2,37,2,2.99,2005-08-02 14:42:45,2005-08-02 14:42:45,2005-08-04 11:55:45
8,1,847,2,2.99,2005-08-18 17:16:01,2005-08-18 17:16:01,2005-08-23 18:40:01
8,1,491,1,0.99,2005-08-21 01:07:11,2005-08-21 01:07:11,2005-08-24 20:33:11
8,1,930,2,7.99,2005-08-22 22:09:09,2005-08-22 22:09:09,2005-08-31 01:10:09
8,1,645,1,2.99,2005-08-23 13:05:10,2005-08-23 13:05:10,2005-08-25 16:15:10
8,1,985,1,4.99,2005-08-23 14:31:19,2005-08-23 14:31:19,2005-08-25 19:01:19
9,2,604,2,4.99,2005-05-27 05:01:28,2005-05-27 05:01:28,2005-06-04 05:01:28
9,2,196,1,0.99,2005-05-30 05:48:59,2005-05-30 05:48:59,2005-06-02 09:30:59
9,2,493,2,4.99,2005-05-31 10:13:34,2005-05-31 10:13:34,2005-06-09 08:11:34
9,2,856,2,7.99,2005-06-20 19:59:28,2005-06-20 19:59:28,2005-06-28 19:51:28
9,2,826,2,4.99,2005-06-21 04:08:43,2005-06-21 04:08:43,2005-06-28 02:55:43
9,1,305,2,2.99,2005-07-07 23:37:00,2005-07-07 23:37:00,2005-07-11 02:30:00
9,2,931,2,0.99,2005-07-08 13:59:38,2005-07-08 13:59:38,2005-07-15 16:51:38
9,1,545,1,1.99,2005-07-08 16:35:44,2005-07-08 16:35:44,2005-07-13 11:08:44
9,1,928,1,2.99,2005-07-10 07:45:40,2005-07-10 07:45:40,2005-07-15 05:20:40
9,2,763,2,4.99,2005-07-11 02:08:29,2005-07-11 02:08:29,2005-07-13 02:19:29
9,1,774,1,5.99,2005-07-11 10:17:29,2005-07-11 10:17:29,2005-07-17 07:27:29
9,2,830,2,0.99,2005-07-28 00:15:26,2005-07-28 00:15:26,2005-07-30 21:52:26
9,1,445,2,2.99,2005-07-28 07:51:56,2005-07-28 07:51:56,2005-07-30 12:18:56
9,1,897,1,4.99,2005-07-30 06:34:07,2005-07-30 06:34:07,2005-08-02 01:16:07
9,1,531,2,0.99,2005-08-01 09:11:25,2005-08-01 09:11:25,2005-08-03 12:37:25
9,1,88,2,4.99,2005-08-01 09:14:00,2005-08-01 09:14:00,2005-08-04 04:52:00
9,2,691,2,5.99,2005-08-02 19:00:52,2005-08-02 19:00:52,2005-08-09 19:45:52
9,1,82,1,0.99,2005-08-17 01:11:53,2005-08-17 01:11:53,2005-08-18 23:41:53
9,1,609,1,2.99,2005-08-18 03:08:10,2005-08-18 03:08:10,2005-08-20 02:48:10
9,1,166,2,2.99,2005-08-18 05:58:40,2005-08-18 05:58:40,2005-08-20 02:20:40
9,2,459,2,4.99,2005-08-18 18:48:58,2005-08-18 18:48:58,2005-08-21 14:15:58
9,2,502,1,7.99,2005-08-21 13:53:59,2005-08-21 13:53:59,2005-08-30 15:45:59
9,1,219,1,4.99,2006-02-14 15:16:03,2006-02-14 15:16:03,
10,2,816,1,4.99,2005-05-31 19:36:30,2005-05-31 19:36:30,2005-06-07 18:33:30
10,1,227,2,4.99,2005-06-16 20:21:53,2005-06-16 20:21:53,2005-06-18 23:18:53
10,1,407,1,4.99,2005-06-17 11:11:14,2005-06-17 11:11:14,2005-06-26 16:37:14
10,2,840,1,3.99,2005-06-18 03:26:23,2005-06-18 03:26:23,2005-06-26 08:50:23
10,1,387,2,0.99,2005-06-19 20:01:59,2005-06-19 20:01:59,2005-06-26 01:28:59
10,1,344,2,0.99,2005-06-20 00:00:55,2005-06-20 00:00:55,2005-06-21 02:20:55
10,2,373,2,3.99,2005-07-06 14:13:45,2005-07-06 14:13:45,2005-07-14 13:35:45
10,2,10,2,4.99,2005-07-07 03:06:40,2005-07-07 03:06:40,2005-07-10 02:37:40
10,1,164,1,1.99,2005-07-07 14:14:13,2005-07-07 14:14:13,2005-07-12 18:32:13
10,1,678,1,7.99,2005-07-09 03:12:52,2005-07-09 03:12:52,2005-07-17 22:27:52
10,2,645,1,2.99,2005-07-09 04:53:18,2005-07-09 04:53:18,2005-07-13 09:21:18
10,1,650,2,0.99,2005-07-09 21:58:57,2005-07-09 21:58:57,2005-07-11 03:09:57
10,1,850,1,2.99,2005-07-10 20:41:09,2005-07-10 20:41:09,2005-07-19 14:49:09
10,1,16,2,2.99,2005-07-28 05:21:42,2005-07-28 05:21:42,2005-08-03 09:46:42
10,2,563,1,6.99,2005-07-28 15:10:55,2005-07-28 15:10:55,2005-08-05 18:23:55
10,2,838,1,4.99,2005-07-28 22:34:12,2005-07-28 22:34:12,2005-08-01 02:32:12
10,1,486,1,4.99,2005-07-31 15:27:07,2005-07-31 15:27:07,2005-08-05 11:23:07
10,2,969,1,8.99,2005-08-01 17:09:59,2005-08-01 17:09:59,2005-08-09 21:36:59
10,2,629,2,2.99,2005-08-02 14:55:00,2005-08-02 14:55:00,2005-08-11 13:57:00
10,1,91,2,0.99,2005-08-02 19:13:39,2005-08-02 19:13:39,2005-08-07 19:19:39
