payment_id,customer_id,staff_id,film_id,store_id,amount,amount,payment_id
145.0,5.0,2.0,345.0,2.0,0.99,,
146.0,6.0,2.0,858.0,2.0,4.99,,
147.0,6.0,1.0,83.0,1.0,2.99,,
148.0,6.0,2.0,285.0,1.0,0.99,,
149.0,6.0,1.0,730.0,1.0,3.99,,
150.0,6.0,2.0,514.0,2.0,2.99,,
151.0,6.0,1.0,452.0,2.0,0.99,,
152.0,6.0,1.0,395.0,1.0,0.99,,
153.0,6.0,2.0,280.0,1.0,0.99,,
154.0,6.0,2.0,807.0,2.0,2.99,,
155.0,6.0,1.0,367.0,2.0,0.99,,
156.0,6.0,2.0,592.0,2.0,5.99,,
157.0,6.0,1.0,590.0,1.0,7.99,,
158.0,6.0,2.0,833.0,2.0,0.99,,
159.0,6.0,2.0,689.0,1.0,2.99,,
160.0,6.0,2.0,418.0,2.0,2.99,,
161.0,6.0,1.0,160.0,1.0,0.99,,
162.0,6.0,1.0,807.0,2.0,2.99,,
163.0,6.0,1.0,790.0,1.0,2.99,,
164.0,6.0,1.0,862.0,1.0,3.99,,
165.0,6.0,1.0,365.0,1.0,6.99,,
166.0,6.0,1.0,19.0,2.0,0.99,,
167.0,6.0,1.0,849.0,2.0,0.99,,
168.0,6.0,2.0,626.0,2.0,2.99,,
169.0,6.0,2.0,841.0,1.0,6.99,,
170.0,6.0,1.0,775.0,1.0,7.99,,
171.0,6.0,1.0,293.0,1.0,4.99,,
172.0,6.0,1.0,285.0,2.0,5.99,,
173.0,6.0,2.0,562.0,1.0,0.99,,
174.0,7.0,2.0,730.0,1.0,5.99,,
175.0,7.0,2.0,931.0,2.0,0.99,,
176.0,7.0,2.0,615.0,2.0,2.99,,
177.0,7.0,1.0,683.0,1.0,4.99,,
178.0,7.0,1.0,545.0,1.0,5.99,,
179.0,7.0,2.0,516.0,2.0,0.99,,
180.0,7.0,1.0,880.0,1.0,2.99,,
181.0,7.0,1.0,631.0,1.0,0.99,,
182.0,7.0,1.0,103.0,1.0,4.99,,
183.0,7.0,1.0,424.0,2.0,0.99,,
184.0,7.0,2.0,617.0,1.0,5.99,,
185.0,7.0,2.0,664.0,1.0,2.99,,
186.0,7.0,2.0,857.0,1.0,5.99,,
187.0,7.0,1.0,532.0,2.0,4.99,,
188.0,7.0,1.0,854.0,2.0,8.99,,
189.0,7.0,1.0,856.0,1.0,7.99,,
190.0,7.0,1.0,687.0,1.0,1.99,,
191.0,7.0,1.0,305.0,1.0,2.99,,
192.0,7.0,2.0,796.0,1.0,3.99,,
193.0,7.0,2.0,682.0,1.0,5.99,,
194.0,7.0,2.0,763.0,1.0,7.99,,
195.0,7.0,2.0,346.0,2.0,6.99,,
196.0,7.0,1.0,162.0,1.0,5.99,,
197.0,7.0,1.0,330.0,2.0,4.99,,
198.0,7.0,2.0,953.0,2.0,4.99,,
199.0,7.0,2.0,491.0,2.0,3.99,,
200.0,7.0,2.0,465.0,2.0,7.99,,
201.0,7.0,1.0,396.0,2.0,8.99,,
202.0,7.0,1.0,15.0,2.0,2.99,,
203.0,7.0,2.0,880.0,2.0,2.99,,
204.0,7.0,1.0,628.0,1.0,2.99,,
205.0,7.0,1.0,750.0,1.0,0.99,,
206.0,7.0,1.0,156.0,2.0,5.99,,
207.0,8.0,2.0,628.0,2.0,6.99,,
208.0,8.0,2.0,42.0,2.0,2.99,,
209.0,8.0,1.0,415.0,1.0,5.99,,
210.0,8.0,2.0,521.0,1.0,4.99,,
211.0,8.0,1.0,473.0,2.0,5.99,,
212.0,8.0,1.0,882.0,1.0,0.99,,
213.0,8.0,2.0,432.0,1.0,2.99,,
214.0,8.0,2.0,692.0,2.0,3.99,,
215.0,8.0,1.0,329.0,1.0,3.99,,
216.0,8.0,1.0,554.0,1.0,2.99,,
217.0,8.0,2.0,554.0,2.0,2.99,,
218.0,8.0,1.0,421.0,2.0,4.99,,
219.0,8.0,1.0,401.0,1.0,0.99,,
220.0,8.0,1.0,722.0,2.0,1.99,,
221.0,8.0,2.0,609.0,1.0,2.99,,
222.0,8.0,2.0,1.0,2.0,0.99,,
223.0,8.0,2.0,474.0,2.0,2.99,,
224.0,8.0,1.0,216.0,2.0,9.99,,
225.0,8.0,2.0,37.0,2.0,2.99,,
226.0,8.0,1.0,847.0,2.0,2.99,,
227.0,8.0,1.0,491.0,1.0,0.99,,
228.0,8.0,1.0,930.0,2.0,7.99,,
229.0,8.0,1.0,645.0,1.0,2.99,,
230.0,8.0,1.0,985.0,1.0,4.99,,
231.0,9.0,2.0,604.0,2.0,4.99,,
232.0,9.0,2.0,196.0,1.0,0.99,,
233.0,9.0,2.0,493.0,2.0,4.99,,
234.0,9.0,2.0,856.0,2.0,7.99,,
235.0,9.0,2.0,826.0,2.0,4.99,,
236.0,9.0,1.0,305.0,2.0,2.99,,
237.0,9.0,2.0,931.0,2.0,0.99,,
238.0,9.0,1.0,545.0,1.0,1.99,,
239.0,9.0,1.0,928.0,1.0,2.99,,
240.0,9.0,2.0,763.0,2.0,4.99,,
241.0,9.0,1.0,774.0,1.0,5.99,,
242.0,9.0,2.0,830.0,2.0,0.99,,
243.0,9.0,1.0,445.0,2.0,2.99,,
244.0,9.0,1.0,897.0,1.0,4.99,,
245.0,9.0,1.0,531.0,2.0,0.99,,
246.0,9.0,1.0,88.0,2.0,4.99,,
247.0,9.0,2.0,691.0,2.0,5.99,,
248.0,9.0,1.0,82.0,1.0,0.99,,
249.0,9.0,1.0,609.0,1.0,2.99,,
250.0,9.0,1.0,166.0,2.0,2.99,,
251.0,9.0,2.0,459.0,2.0,4.99,,
252.0,9.0,2.0,502.0,1.0,7.99,,
253.0,9.0,1.0,219.0,1.0,4.99,,
254.0,10.0,2.0,816.0,1.0,4.99,,
255.0,10.0,1.0,227.0,2.0,4.99,,
256.0,10.0,1.0,407.0,1.0,4.99,,
257.0,10.0,2.0,840.0,1.0,3.99,,
258.0,10.0,1.0,387.0,2.0,0.99,,
259.0,10.0,1.0,344.0,2.0,0.99,,
260.0,10.0,2.0,373.0,2.0,3.99,,
261.0,10.0,2.0,10.0,2.0,4.99,,
262.0,10.0,1.0,164.0,1.0,1.99,,
263.0,10.0,1.0,678.0,1.0,7.99,,
264.0,10.0,2.0,645.0,1.0,2.99,,
265.0,10.0,1.0,650.0,2.0,0.99,,
266.0,10.0,1.0,850.0,1.0,2.99,,
267.0,10.0,1.0,16.0,2.0,2.99,,
268.0,10.0,2.0,563.0,1.0,6.99,,
269.0,10.0,2.0,838.0,1.0,4.99,,
270.0,10.0,1.0,486.0,1.0,4.99,,
271.0,10.0,2.0,969.0,1.0,8.99,,
272.0,10.0,2.0,629.0,2.0,2.99,,
273.0,10.0,1.0,91.0,2.0,0.99,,
274.0,10.0,2.0,613.0,1.0,2.99,,
275.0,10.0,2.0,383.0,1.0,2.99,,
276.0,10.0,2.0,972.0,2.0,4.99,,
277.0,10.0,2.0,942.0,2.0,2.99,,
278.0,10.0,1.0,13.0,2.0,5.99,,
279.0,11.0,1.0,86.0,1.0,6.99,,
280.0,11.0,1.0,880.0,2.0,6.99,,
281.0,11.0,1.0,131.0,2.0,7.99,,
282.0,11.0,1.0,812.0,2.0,0.99,,
283.0,11.0,2.0,166.0,1.0,2.99,,
284.0,11.0,1.0,599.0,2.0,4.99,,
285.0,11.0,2.0,174.0,2.0,5.99,,
286.0,11.0,2.0,740.0,2.0,6.99,,
287.0,11.0,1.0,302.0,2.0,4.99,,
288.0,11.0,1.0,508.0,2.0,4.99,,
289.0,11.0,2.0,626.0,2.0,2.99,,
290.0,11.0,2.0,206.0,2.0,1.99,,
291.0,11.0,1.0,189.0,2.0,0.99,,
292.0,11.0,1.0,662.0,1.0,9.99,,
293.0,11.0,2.0,370.0,2.0,6.99,,
294.0,11.0,1.0,823.0,2.0,4.99,,
295.0,11.0,2.0,139.0,1.0,6.99,,
296.0,11.0,2.0,976.0,2.0,0.99,,
297.0,11.0,2.0,129.0,2.0,5.99,,
298.0,11.0,2.0,143.0,1.0,0.99,,
299.0,11.0,1.0,304.0,1.0,4.99,,
300.0,11.0,1.0,677.0,2.0,0.99,,
301.0,11.0,2.0,438.0,2.0,2.99,,
302.0,11.0,1.0,105.0,2.0,0.99,,
303.0,12.0,1.0,301.0,1.0,4.99,,
304.0,12.0,1.0,1000.0,1.0,4.99,,
305.0,12.0,2.0,772.0,2.0,5.99,,
306.0,12.0,2.0,818.0,1.0,5.99,,
307.0,12.0,2.0,922.0,1.0,5.99,,
308.0,12.0,2.0,978.0,1.0,4.99,,
309.0,12.0,2.0,249.0,1.0,2.99,,
310.0,12.0,1.0,924.0,1.0,0.99,,
311.0,12.0,1.0,737.0,2.0,3.99,,
312.0,12.0,1.0,949.0,2.0,0.99,,
313.0,12.0,1.0,303.0,1.0,0.99,,
314.0,12.0,2.0,630.0,2.0,0.99,,
315.0,12.0,2.0,186.0,1.0,3.99,,
316.0,12.0,1.0,735.0,2.0,2.99,,
317.0,12.0,2.0,799.0,1.0,0.99,,
318.0,12.0,2.0,311.0,2.0,0.99,,
319.0,12.0,2.0,697.0,2.0,0.99,,
320.0,12.0,2.0,69.0,2.0,4.99,,
321.0,12.0,2.0,737.0,2.0,5.99,,
322.0,12.0,1.0,103.0,2.0,5.99,,
323.0,12.0,2.0,719.0,1.0,5.99,,
324.0,12.0,2.0,662.0,2.0,10.99,,
325.0,12.0,2.0,97.0,1.0,0.99,,
326.0,12.0,1.0,897.0,1.0,4.99,,
327.0,12.0,2.0,40.0,2.0,0.99,,
328.0,12.0,2.0,672.0,2.0,2.99,,
329.0,12.0,2.0,725.0,1.0,4.99,,
330.0,12.0,1.0,357.0,2.0,0.99,,
331.0,13.0,1.0,218.0,2.0,2.99,,
332.0,13.0,1.0,532.0,2.0,4.99,,
333.0,13.0,1.0,823.0,1.0,2.99,,
334.0,13.0,1.0,135.0,2.0,8.99,,
335.0,13.0,2.0,67.0,1.0,2.99,,
336.0,13.0,1.0,661.0,1.0,8.99,,
337.0,13.0,1.0,914.0,2.0,2.99,,
338.0,13.0,1.0,681.0,2.0,0.99,,
339.0,13.0,1.0,37.0,1.0,2.99,,
340.0,13.0,1.0,847.0,2.0,2.99,,
341.0,13.0,1.0,286.0,1.0,2.99,,
342.0,13.0,2.0,771.0,1.0,11.99,,
343.0,13.0,2.0,865.0,1.0,9.99,,
344.0,13.0,2.0,830.0,2.0,0.99,,
345.0,13.0,1.0,79.0,1.0,0.99,,
346.0,13.0,1.0,449.0,2.0,7.99,,
347.0,13.0,1.0,350.0,2.0,4.99,,
348.0,13.0,1.0,47.0,2.0,4.99,,
349.0,13.0,2.0,247.0,2.0,0.99,,
350.0,13.0,2.0,482.0,1.0,5.99,,
351.0,13.0,2.0,216.0,2.0,7.99,,
352.0,13.0,2.0,92.0,1.0,4.99,,
353.0,13.0,2.0,339.0,2.0,0.99,,
354.0,13.0,1.0,358.0,2.0,0.99,,
355.0,13.0,1.0,583.0,2.0,9.99,,
356.0,13.0,2.0,537.0,2.0,7.99,,
357.0,13.0,1.0,112.0,1.0,4.99,,
358.0,14.0,1.0,646.0,1.0,0.99,,
359.0,14.0,1.0,941.0,1.0,9.99,,
360.0,14.0,1.0,395.0,1.0,5.99,,
361.0,14.0,1.0,230.0,1.0,2.99,,
362.0,14.0,2.0,822.0,2.0,0.99,,
363.0,14.0,2.0,893.0,2.0,4.99,,
364.0,14.0,1.0,241.0,1.0,2.99,,
365.0,14.0,1.0,101.0,1.0,0.99,,
366.0,14.0,1.0,457.0,2.0,0.99,,
367.0,14.0,2.0,591.0,2.0,7.99,,
368.0,14.0,1.0,124.0,2.0,4.99,,
369.0,14.0,1.0,739.0,1.0,7.99,,
370.0,14.0,1.0,329.0,1.0,6.99,,
371.0,14.0,1.0,942.0,1.0,0.99,,
372.0,14.0,1.0,738.0,2.0,3.99,,
373.0,14.0,2.0,719.0,1.0,4.99,,
374.0,14.0,2.0,24.0,1.0,4.99,,
375.0,14.0,1.0,397.0,1.0,2.99,,
376.0,14.0,1.0,450.0,2.0,2.99,,
377.0,14.0,2.0,6.0,1.0,6.99,,
378.0,14.0,1.0,904.0,1.0,4.99,,
379.0,14.0,2.0,199.0,2.0,3.99,,
380.0,14.0,1.0,433.0,1.0,2.99,,
381.0,14.0,1.0,253.0,2.0,4.99,,
382.0,14.0,2.0,674.0,1.0,6.99,,
383.0,14.0,1.0,970.0,2.0,0.99,,
384.0,14.0,1.0,168.0,1.0,0.99,,
385.0,14.0,1.0,385.0,2.0,4.99,,
386.0,15.0,1.0,59.0,2.0,2.99,,
387.0,15.0,1.0,435.0,1.0,5.99,,
388.0,15.0,2.0,875.0,1.0,0.99,,
389.0,15.0,1.0,527.0,2.0,7.99,,
390.0,15.0,1.0,385.0,1.0,5.99,,
391.0,15.0,1.0,116.0,2.0,2.99,,
392.0,15.0,2.0,657.0,1.0,2.99,,
393.0,15.0,1.0,190.0,2.0,4.99,,
394.0,15.0,1.0,525.0,1.0,0.99,,
395.0,15.0,2.0,973.0,1.0,6.99,,
396.0,15.0,2.0,61.0,1.0,4.99,,
397.0,15.0,1.0,353.0,2.0,2.99,,
398.0,15.0,1.0,526.0,2.0,2.99,,
399.0,15.0,1.0,353.0,1.0,2.99,,
400.0,15.0,2.0,326.0,2.0,2.99,,
401.0,15.0,2.0,784.0,2.0,2.99,,
402.0,15.0,1.0,811.0,1.0,7.99,,
403.0,15.0,2.0,428.0,2.0,2.99,,
404.0,15.0,2.0,474.0,2.0,2.99,,
405.0,15.0,1.0,73.0,2.0,2.99,,
406.0,15.0,2.0,313.0,1.0,8.99,,
407.0,15.0,1.0,213.0,1.0,5.99,,
408.0,15.0,2.0,100.0,1.0,5.99,,
409.0,15.0,1.0,300.0,2.0,4.99,,
410.0,15.0,2.0,873.0,2.0,3.99,,
411.0,15.0,2.0,194.0,2.0,0.99,,
412.0,15.0,2.0,764.0,2.0,4.99,,
413.0,15.0,2.0,214.0,2.0,8.99,,
414.0,15.0,1.0,379.0,2.0,0.99,,
415.0,15.0,1.0,361.0,1.0,4.99,,
416.0,15.0,1.0,116.0,1.0,3.98,,
417.0,15.0,2.0,812.0,2.0,0.0,,
418.0,16.0,1.0,309.0,1.0,3.99,,
419.0,16.0,1.0,393.0,1.0,2.99,,
420.0,16.0,2.0,598.0,1.0,0.99,,
421.0,16.0,1.0,274.0,2.0,2.99,,
422.0,16.0,2.0,871.0,1.0,6.99,,
423.0,16.0,1.0,71.0,2.0,7.99,,
424.0,16.0,1.0,,,1.99,,
425.0,16.0,1.0,865.0,1.0,7.99,,
426.0,16.0,2.0,646.0,2.0,0.99,,
427.0,16.0,1.0,982.0,1.0,0.99,,
428.0,16.0,2.0,615.0,2.0,2.99,,
429.0,16.0,2.0,651.0,2.0,3.99,,
430.0,16.0,2.0,100.0,1.0,4.99,,
431.0,16.0,1.0,764.0,1.0,4.99,,
432.0,16.0,2.0,816.0,1.0,0.99,,
433.0,16.0,2.0,468.0,1.0,2.99,,
434.0,16.0,2.0,939.0,2.0,5.99,,
435.0,16.0,2.0,875.0,1.0,0.99,,
436.0,16.0,2.0,683.0,1.0,5.99,,
437.0,16.0,2.0,700.0,2.0,2.99,,
438.0,16.0,2.0,445.0,1.0,2.99,,
439.0,16.0,2.0,153.0,1.0,0.99,,
440.0,16.0,2.0,993.0,2.0,2.99,,
441.0,16.0,1.0,112.0,1.0,4.99,,
442.0,16.0,1.0,898.0,1.0,7.99,,
443.0,16.0,2.0,668.0,1.0,4.99,,
444.0,16.0,1.0,917.0,2.0,4.99,,
445.0,16.0,1.0,45.0,2.0,6.99,,
446.0,16.0,1.0,973.0,1.0,8.99,,
447.0,17.0,2.0,792.0,2.0,2.99,,
448.0,17.0,1.0,770.0,2.0,2.99,,
449.0,17.0,2.0,889.0,1.0,4.99,,
450.0,17.0,2.0,879.0,2.0,5.99,,
451.0,17.0,1.0,271.0,2.0,8.99,,
452.0,17.0,2.0,838.0,2.0,5.99,,
453.0,17.0,1.0,810.0,2.0,3.99,,
454.0,17.0,1.0,619.0,2.0,3.99,,
455.0,17.0,2.0,795.0,1.0,1.99,,
456.0,17.0,2.0,48.0,2.0,8.99,,
457.0,17.0,1.0,835.0,2.0,2.99,,
458.0,17.0,2.0,409.0,1.0,8.99,,
459.0,17.0,1.0,559.0,2.0,2.99,,
460.0,17.0,2.0,460.0,2.0,8.99,,
461.0,17.0,1.0,873.0,2.0,0.99,,
462.0,17.0,2.0,661.0,1.0,4.99,,
463.0,17.0,1.0,252.0,1.0,2.99,,
464.0,17.0,1.0,201.0,1.0,2.99,,
465.0,17.0,2.0,234.0,2.0,2.99,,
466.0,17.0,1.0,22.0,1.0,2.99,,
467.0,17.0,2.0,458.0,1.0,5.99,,
468.0,18.0,1.0,432.0,2.0,2.99,,
469.0,18.0,1.0,973.0,1.0,4.99,,
470.0,18.0,1.0,174.0,2.0,4.99,,
471.0,18.0,2.0,778.0,1.0,5.99,,
472.0,18.0,2.0,10.0,2.0,4.99,,
473.0,18.0,2.0,356.0,1.0,5.99,,
474.0,18.0,1.0,995.0,1.0,8.99,,
475.0,18.0,2.0,417.0,2.0,3.99,,
476.0,18.0,2.0,740.0,2.0,3.99,,
477.0,18.0,2.0,206.0,2.0,3.99,,
478.0,18.0,2.0,445.0,2.0,2.99,,
479.0,18.0,1.0,270.0,1.0,0.99,,
480.0,18.0,2.0,463.0,1.0,2.99,,
481.0,18.0,1.0,611.0,1.0,4.99,,
482.0,18.0,1.0,173.0,1.0,4.99,,
483.0,18.0,2.0,199.0,2.0,4.99,,
484.0,18.0,1.0,995.0,1.0,4.99,,
485.0,18.0,2.0,200.0,2.0,1.99,,
486.0,18.0,2.0,680.0,2.0,4.99,,
487.0,18.0,2.0,637.0,1.0,4.99,,
488.0,18.0,2.0,953.0,1.0,0.99,,
489.0,18.0,2.0,54.0,1.0,0.99,,
490.0,19.0,2.0,741.0,1.0,0.99,,
491.0,19.0,2.0,893.0,2.0,9.99,,
492.0,19.0,1.0,563.0,2.0,6.99,,
493.0,19.0,1.0,164.0,2.0,2.99,,
494.0,19.0,2.0,83.0,2.0,2.99,,
495.0,19.0,2.0,450.0,2.0,2.99,,
496.0,19.0,1.0,786.0,1.0,2.99,,
497.0,19.0,1.0,756.0,2.0,2.99,,
498.0,19.0,2.0,789.0,2.0,2.99,,
499.0,19.0,2.0,856.0,1.0,4.99,,
500.0,19.0,2.0,532.0,2.0,4.99,,
501.0,19.0,1.0,31.0,1.0,5.99,,
502.0,19.0,1.0,875.0,2.0,0.99,,
503.0,19.0,2.0,506.0,2.0,9.99,,
504.0,19.0,1.0,263.0,1.0,7.99,,
505.0,19.0,2.0,590.0,1.0,8.99,,
506.0,19.0,1.0,757.0,1.0,5.99,,
507.0,19.0,1.0,324.0,2.0,9.99,,
508.0,19.0,2.0,35.0,2.0,2.99,,
509.0,19.0,1.0,45.0,2.0,8.99,,
510.0,19.0,2.0,483.0,1.0,8.99,,
511.0,19.0,1.0,412.0,2.0,4.99,,
512.0,19.0,1.0,288.0,2.0,2.99,,
513.0,19.0,2.0,875.0,1.0,0.99,,
514.0,20.0,2.0,147.0,1.0,2.99,,
515.0,20.0,2.0,578.0,2.0,6.99,,
516.0,20.0,2.0,109.0,1.0,1.99,,
517.0,20.0,2.0,948.0,2.0,0.99,,
518.0,20.0,2.0,581.0,1.0,3.99,,
519.0,20.0,2.0,994.0,1.0,4.99,,
520.0,20.0,1.0,707.0,2.0,4.99,,
521.0,20.0,2.0,445.0,2.0,3.99,,
522.0,20.0,1.0,59.0,2.0,2.99,,
523.0,20.0,1.0,813.0,2.0,2.99,,
524.0,20.0,1.0,443.0,2.0,2.99,,
525.0,20.0,2.0,465.0,1.0,6.99,,
526.0,20.0,2.0,580.0,1.0,4.99,,
527.0,20.0,2.0,274.0,1.0,5.99,,
528.0,20.0,2.0,928.0,1.0,2.99,,
529.0,20.0,2.0,420.0,1.0,4.99,,
530.0,20.0,2.0,952.0,1.0,3.99,,
531.0,20.0,2.0,631.0,2.0,4.99,,
532.0,20.0,1.0,243.0,2.0,7.99,,
533.0,20.0,1.0,747.0,1.0,1.99,,
534.0,20.0,1.0,595.0,2.0,0.99,,
535.0,20.0,1.0,492.0,1.0,0.99,,
536.0,20.0,2.0,321.0,1.0,4.99,,
